album_name,ep,album_release,track_number,track_name,artist,track_release,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyrics
Fearless,False,2008-11-11,6.0,You Belong With Me,Taylor Swift,2008-11-04,0.687,0.771,6.0,-4.424,1.0,0.0384,0.164,2.46e-05,0.112,0.445,129.964,4.0,231147.0,False,F#,major,F# major,
Fearless,False,2008-11-11,7.0,Breathe,Taylor Swift,2008-10-21,0.498,0.486,1.0,-7.384,1.0,0.0273,0.373,0.0,0.113,0.17,147.952,4.0,263987.0,False,C#,major,C# major,
Fearless,False,2008-11-11,8.0,Tell Me Why,Taylor Swift,2008-11-11,0.601,0.852,7.0,-3.096,1.0,0.0386,0.0606,3.41e-06,0.37,0.513,100.015,4.0,200560.0,False,G,major,G major,
Fearless,False,2008-11-11,9.0,You're Not Sorry,Taylor Swift,2008-10-28,0.459,0.459,6.0,-4.126,1.0,0.0275,0.13,2.3e-06,0.113,0.281,134.018,4.0,261800.0,False,F#,major,F# major,
Fearless,False,2008-11-11,10.0,The Way I Loved You,Taylor Swift,2008-11-11,0.436,0.712,5.0,-3.689,1.0,0.0329,0.0322,0.0,0.111,0.379,160.886,4.0,244240.0,False,F,major,F major,
Fearless,False,2008-11-11,11.0,Forever & Always,Taylor Swift,2008-11-11,0.605,0.829,10.0,-4.993,1.0,0.0549,0.0907,0.0,0.106,0.514,128.012,4.0,225333.0,False,A#,major,A# major,
Fearless,False,2008-11-11,12.0,The Best Day,Taylor Swift,2008-11-11,0.664,0.447,1.0,-8.535,1.0,0.0292,0.611,1e-06,0.139,0.364,126.079,4.0,245347.0,False,C#,major,C# major,
Fearless,False,2008-11-11,13.0,Change,Taylor Swift,2008-08-08,0.548,0.756,5.0,-4.175,1.0,0.036,0.00471,0.0,0.117,0.224,96.038,4.0,281053.0,False,F,major,F major,
Fearless,False,2008-11-11,14.0,Jump Then Fall,Taylor Swift,2009-10-26,0.618,0.687,2.0,-5.737,1.0,0.0271,0.111,0.0,0.0693,0.82,79.991,4.0,237067.0,False,D,major,D major,
Fearless,False,2008-11-11,15.0,Untouchable,Taylor Swift,2009-10-26,0.419,0.454,5.0,-6.809,1.0,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,4.0,311040.0,False,F,major,F major,
Fearless,False,2008-11-11,16.0,Forever & Always (Piano Version),Taylor Swift,2009-10-26,0.592,0.16,9.0,-10.785,1.0,0.0347,0.852,0.0,0.116,0.294,118.929,4.0,267507.0,False,A,major,A major,
Fearless,False,2008-11-11,17.0,Come In With The Rain,Taylor Swift,2009-10-26,0.527,0.475,2.0,-6.205,1.0,0.0258,0.0868,4.34e-06,0.248,0.224,143.962,4.0,238107.0,False,D,major,D major,
Fearless,False,2008-11-11,18.0,SuperStar,Taylor Swift,2009-10-26,0.61,0.531,2.0,-6.123,1.0,0.0239,0.367,0.0,0.351,0.228,85.979,4.0,261453.0,False,D,major,D major,
Fearless,False,2008-11-11,19.0,The Other Side Of The Door,Taylor Swift,2009-10-26,0.476,0.816,4.0,-4.279,1.0,0.0347,0.169,0.0,0.238,0.469,163.847,4.0,237600.0,False,E,major,E major,
Fearless (Taylor's Version),False,2021-04-09,1.0,Fearless (Taylor's Version),Taylor Swift,2021-04-09,0.569,0.741,5.0,-4.963,1.0,0.0282,0.0122,0.0,0.333,0.43,100.118,4.0,241592.0,False,F,major,F major,
Fearless (Taylor's Version),False,2021-04-09,2.0,Fifteen (Taylor's Version),Taylor Swift,2021-04-09,0.559,0.646,7.0,-4.61,1.0,0.0272,0.116,0.0,0.32,0.289,95.466,4.0,294419.0,False,G,major,G major,
Fearless (Taylor's Version),False,2021-04-09,3.0,Love Story (Taylor's Version),Taylor Swift,2021-02-12,0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,4.0,235767.0,False,D,major,D major,
Fearless (Taylor's Version),False,2021-04-09,4.0,Hey Stephen (Taylor's Version),Taylor Swift,2021-04-09,0.788,0.571,6.0,-6.135,1.0,0.0296,0.106,0.0,0.0934,0.797,115.99,4.0,254255.0,False,F#,major,F# major,
Fearless (Taylor's Version),False,2021-04-09,5.0,White Horse (Taylor's Version),Taylor Swift,2021-04-09,0.423,0.517,0.0,-7.377,1.0,0.0486,0.369,0.0,0.177,0.366,185.262,4.0,234516.0,False,C,major,C major,
Fearless (Taylor's Version),False,2021-04-09,6.0,You Belong With Me (Taylor's Version),Taylor Swift,2021-04-09,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,4.0,231124.0,False,F#,major,F# major,
Fearless (Taylor's Version),False,2021-04-09,7.0,Breathe (Taylor's Version),Taylor Swift,2021-04-09,0.506,0.626,1.0,-6.066,1.0,0.0287,0.156,0.0,0.228,0.321,148.035,4.0,263377.0,False,C#,major,C# major,
Fearless (Taylor's Version),False,2021-04-09,8.0,Tell Me Why (Taylor's Version),Taylor Swift,2021-04-09,0.578,0.909,7.0,-3.669,1.0,0.0628,0.0222,0.0,0.333,0.541,100.023,4.0,200576.0,False,G,major,G major,
Fearless (Taylor's Version),False,2021-04-09,9.0,You're Not Sorry (Taylor's Version),Taylor Swift,2021-04-09,0.506,0.444,6.0,-4.99,1.0,0.0285,0.0538,0.0,0.123,0.241,133.873,4.0,261843.0,False,F#,major,F# major,
Fearless (Taylor's Version),False,2021-04-09,10.0,The Way I Loved You (Taylor's Version),Taylor Swift,2021-04-09,0.402,0.732,5.0,-4.665,1.0,0.0484,0.0033,0.0,0.108,0.472,161.032,4.0,243137.0,False,F,major,F major,
Fearless (Taylor's Version),False,2021-04-09,11.0,Forever & Always (Taylor's Version),Taylor Swift,2021-04-09,0.598,0.821,10.0,-4.433,1.0,0.0447,0.0231,0.0,0.143,0.673,128.03,4.0,225328.0,False,A#,major,A# major,
Fearless (Taylor's Version),False,2021-04-09,12.0,The Best Day (Taylor's Version),Taylor Swift,2021-04-09,0.642,0.576,1.0,-8.524,1.0,0.0282,0.488,0.0,0.159,0.469,125.0,4.0,245290.0,False,C#,major,C# major,
Fearless (Taylor's Version),False,2021-04-09,13.0,Change (Taylor's Version),Taylor Swift,2021-04-09,0.499,0.815,5.0,-4.063,1.0,0.0341,0.000191,0.0,0.181,0.344,95.999,4.0,279360.0,False,F,major,F major,
Fearless (Taylor's Version),False,2021-04-09,14.0,Jump Then Fall (Taylor's Version),Taylor Swift,2021-04-09,0.572,0.69,2.0,-6.201,1.0,0.0358,0.0474,0.0,0.0897,0.624,160.111,4.0,237580.0,False,D,major,D major,
Fearless (Taylor's Version),False,2021-04-09,15.0,Untouchable (Taylor's Version),Taylor Swift,2021-04-09,0.393,0.531,5.0,-6.112,1.0,0.0329,0.0181,0.0,0.169,0.224,200.391,4.0,312107.0,False,F,major,F major,
Fearless (Taylor's Version),False,2021-04-09,16.0,Forever & Always (Piano Version) [Taylor's Version],Taylor Swift,2021-04-09,0.546,0.273,9.0,-9.208,1.0,0.0308,0.819,0.0,0.137,0.271,118.753,4.0,267833.0,False,A,major,A major,
Fearless (Taylor's Version),False,2021-04-09,17.0,Come In With The Rain (Taylor's Version),Taylor Swift,2021-04-09,0.476,0.564,2.0,-5.677,1.0,0.0269,0.0406,0.0,0.102,0.167,143.929,4.0,237339.0,False,D,major,D major,
Fearless (Taylor's Version),False,2021-04-09,18.0,SuperStar (Taylor's Version),Taylor Swift,2021-04-09,0.454,0.555,2.0,-6.69,1.0,0.0283,0.157,0.0,0.343,0.171,171.862,4.0,263865.0,False,D,major,D major,
Fearless (Taylor's Version),False,2021-04-09,19.0,The Other Side Of The Door (Taylor's Version),Taylor Swift,2021-04-09,0.432,0.873,4.0,-4.367,1.0,0.0577,0.0279,0.0,0.167,0.629,163.936,4.0,238444.0,False,E,major,E major,
Fearless (Taylor's Version),False,2021-04-09,20.0,Today Was A Fairytale (Taylor's Version),Taylor Swift,2021-04-09,0.482,0.779,7.0,-5.025,1.0,0.0409,0.0135,0.0,0.296,0.328,158.162,4.0,241822.0,False,G,major,G major,
Fearless (Taylor's Version),False,2021-04-09,21.0,You All Over Me (Taylor's Version) [From The Vault],Taylor Swift,2021-03-26,0.599,0.494,2.0,-7.61,1.0,0.0372,0.816,0.0,0.101,0.44,142.893,4.0,220839.0,False,D,major,D major,
Fearless (Taylor's Version),False,2021-04-09,22.0,Mr. Perfectly Fine (Taylor's Version) [From The Vault],Taylor Swift,2021-04-07,0.66,0.817,11.0,-6.269,0.0,0.0521,0.162,0.0,0.0667,0.714,135.942,4.0,277592.0,False,B,minor,B minor,
Fearless (Taylor's Version),False,2021-04-09,23.0,We Were Happy (Taylor's Version) [From The Vault],Taylor Swift,2021-04-09,0.609,0.373,0.0,-8.819,1.0,0.0263,0.849,0.0,0.0779,0.13,106.007,4.0,244237.0,False,C,major,C major,
Fearless (Taylor's Version),False,2021-04-09,24.0,That's When (Taylor's Version) [From The Vault],Taylor Swift,2021-04-09,0.588,0.608,5.0,-7.062,1.0,0.0365,0.225,0.0,0.092,0.508,90.201,4.0,189496.0,False,F,major,F major,
Fearless (Taylor's Version),False,2021-04-09,25.0,Don't You (Taylor's Version) [From The Vault],Taylor Swift,2021-04-09,0.563,0.473,3.0,-11.548,1.0,0.0503,0.514,1.2e-05,0.109,0.405,101.934,4.0,208609.0,False,D#,major,D# major,
Fearless (Taylor's Version),False,2021-04-09,26.0,Bye Bye Baby (Taylor's Version) [From The Vault],Taylor Swift,2021-04-09,0.624,0.624,5.0,-7.86,1.0,0.0539,0.334,0.0,0.0995,0.527,80.132,4.0,242158.0,False,F,major,F major,
Speak Now,False,2010-10-25,1.0,Mine,Taylor Swift,2010-08-04,0.624,0.757,7.0,-2.94,1.0,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,4.0,230707.0,False,G,major,G major,
Speak Now,False,2010-10-25,2.0,Sparks Fly,Taylor Swift,2010-10-25,0.605,0.787,5.0,-3.002,1.0,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,4.0,260933.0,False,F,major,F major,
Speak Now,False,2010-10-25,3.0,Back To December,Taylor Swift,2010-10-11,0.529,0.67,2.0,-4.663,1.0,0.0303,0.117,0.0,0.334,0.286,141.893,4.0,293027.0,False,D,major,D major,
Speak Now,False,2010-10-25,4.0,Speak Now,Taylor Swift,2010-10-04,0.709,0.599,7.0,-3.734,1.0,0.0304,0.095,0.0,0.0973,0.735,118.975,4.0,240760.0,False,G,major,G major,
Speak Now,False,2010-10-25,5.0,Dear John,Taylor Swift,2010-10-25,0.589,0.47,4.0,-5.32,1.0,0.028,0.166,1.45e-06,0.112,0.102,119.386,3.0,403920.0,False,E,major,E major,
Speak Now,False,2010-10-25,6.0,Mean,Taylor Swift,2010-10-18,0.568,0.761,4.0,-3.987,1.0,0.0459,0.452,0.0,0.217,0.789,163.974,4.0,237733.0,False,E,major,E major,
Speak Now,False,2010-10-25,7.0,The Story Of Us,Taylor Swift,2010-10-25,0.543,0.818,4.0,-3.611,1.0,0.0398,0.00478,0.000368,0.0357,0.683,139.898,4.0,265667.0,False,E,major,E major,
Speak Now,False,2010-10-25,8.0,Never Grow Up,Taylor Swift,2010-10-25,0.714,0.305,2.0,-8.837,1.0,0.0305,0.819,0.0,0.174,0.554,124.91,4.0,290467.0,False,D,major,D major,
Speak Now,False,2010-10-25,9.0,Enchanted,Taylor Swift,2010-10-25,0.455,0.623,8.0,-3.878,1.0,0.0288,0.0739,0.000424,0.146,0.208,163.893,4.0,352187.0,False,G#,major,G# major,
Speak Now,False,2010-10-25,10.0,Better Than Revenge,Taylor Swift,2010-10-25,0.516,0.917,11.0,-3.186,0.0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,4.0,217160.0,False,B,minor,B minor,
Speak Now,False,2010-10-25,11.0,Innocent,Taylor Swift,2010-10-25,0.552,0.608,1.0,-5.29,0.0,0.0259,0.186,0.0,0.125,0.17,134.05,4.0,302253.0,False,C#,minor,C# minor,
Speak Now,False,2010-10-25,12.0,Haunted,Taylor Swift,2010-10-25,0.436,0.95,5.0,-2.627,1.0,0.057,0.0826,1.08e-06,0.149,0.352,162.088,4.0,242080.0,False,F,major,F major,
Speak Now,False,2010-10-25,13.0,Last Kiss,Taylor Swift,2010-10-25,0.371,0.341,10.0,-9.475,1.0,0.0319,0.57,3.09e-05,0.101,0.196,89.038,1.0,367133.0,False,A#,major,A# major,
Speak Now,False,2010-10-25,14.0,Long Live,Taylor Swift,2010-10-25,0.418,0.68,7.0,-4.3,1.0,0.0347,0.036,7.59e-05,0.114,0.142,204.12,4.0,317453.0,False,G,major,G major,
Speak Now,False,2010-10-25,15.0,Ours,Taylor Swift,2010-10-25,0.608,0.569,0.0,-7.227,1.0,0.0284,0.537,0.0,0.097,0.238,159.845,4.0,237920.0,False,C,major,C major,
Speak Now,False,2010-10-25,16.0,If This Was A Movie,Taylor Swift,2010-10-25,0.511,0.719,4.0,-3.457,1.0,0.0265,0.166,4.54e-06,0.34,0.289,147.852,4.0,234547.0,False,E,major,E major,
Speak Now,False,2010-10-25,17.0,Superman,Taylor Swift,2010-10-25,0.582,0.765,7.0,-3.648,1.0,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,4.0,275960.0,False,G,major,G major,
Red,False,2012-10-22,1.0,State Of Grace,Taylor Swift,2012-10-16,0.588,0.825,4.0,-5.882,1.0,0.0328,0.000197,0.00138,0.0885,0.397,129.968,4.0,295187.0,False,E,major,E major,
Red,False,2012-10-22,2.0,Red,Taylor Swift,2012-10-02,0.602,0.896,1.0,-4.267,0.0,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,4.0,220827.0,False,C#,minor,C# minor,
Red,False,2012-10-22,3.0,Treacherous,Taylor Swift,2012-10-22,0.705,0.621,2.0,-8.086,1.0,0.0334,0.101,4.3e-06,0.147,0.395,109.993,4.0,240773.0,False,D,major,D major,
Red,False,2012-10-22,4.0,I Knew You Were Trouble,Taylor Swift,2012-10-22,0.622,0.469,3.0,-6.798,0.0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,4.0,217973.0,False,D#,minor,D# minor,
Red,False,2012-10-22,5.0,All Too Well,Taylor Swift,2012-10-22,0.602,0.609,0.0,-7.803,1.0,0.0243,0.0382,0.0002,0.127,0.337,93.06,4.0,327893.0,False,C,major,C major,
Red,False,2012-10-22,6.0,22,Taylor Swift,2012-10-22,0.658,0.729,7.0,-6.561,1.0,0.0378,0.00215,0.0013,0.0752,0.668,104.007,4.0,230133.0,False,G,major,G major,
Red,False,2012-10-22,7.0,I Almost Do,Taylor Swift,2012-10-22,0.567,0.481,4.0,-7.357,1.0,0.027,0.0173,4.13e-05,0.182,0.233,145.865,4.0,242573.0,False,E,major,E major,
Red,False,2012-10-22,8.0,We Are Never Ever Getting Back Together,Taylor Swift,2012-08-13,0.628,0.676,7.0,-5.911,1.0,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,4.0,191880.0,False,G,major,G major,
Red,False,2012-10-22,9.0,Stay Stay Stay,Taylor Swift,2012-10-22,0.729,0.748,0.0,-6.67,1.0,0.0245,0.307,1.29e-06,0.09,0.928,99.981,4.0,204827.0,False,C,major,C major,
Red,False,2012-10-22,10.0,The Last Time,Taylor Swift,2012-10-22,0.505,0.443,2.0,-7.039,1.0,0.0276,0.035,3.15e-06,0.0921,0.123,94.069,4.0,298293.0,False,D,major,D major,
Red,False,2012-10-22,11.0,Holy Ground,Taylor Swift,2012-10-22,0.627,0.816,4.0,-6.698,1.0,0.0774,0.0162,0.00208,0.0966,0.648,157.043,4.0,201853.0,False,E,major,E major,
Red,False,2012-10-22,12.0,Sad Beautiful Tragic,Taylor Swift,2012-10-22,0.624,0.34,7.0,-12.411,1.0,0.029,0.632,0.0337,0.121,0.261,129.987,3.0,283680.0,False,G,major,G major,
Red,False,2012-10-22,13.0,The Lucky One,Taylor Swift,2012-10-22,0.706,0.499,4.0,-7.675,1.0,0.0369,0.0371,0.0,0.132,0.545,117.937,4.0,240133.0,False,E,major,E major,
Red,False,2012-10-22,14.0,Everything Has Changed,Taylor Swift,2012-10-22,0.624,0.458,6.0,-6.755,1.0,0.0287,0.36,3.89e-06,0.303,0.436,80.017,4.0,243933.0,False,F#,major,F# major,
Red,False,2012-10-22,15.0,Starlight,Taylor Swift,2012-10-22,0.649,0.777,9.0,-5.804,1.0,0.0406,0.0213,0.000335,0.221,0.587,126.018,4.0,217827.0,False,A,major,A major,
Red,False,2012-10-22,16.0,Begin Again,Taylor Swift,2012-09-25,0.53,0.526,7.0,-8.349,1.0,0.0263,0.199,3.52e-06,0.232,0.323,79.025,4.0,237613.0,False,G,major,G major,
Red,False,2012-10-22,17.0,The Moment I Knew,Taylor Swift,2012-10-22,0.62,0.506,7.0,-7.327,1.0,0.0312,0.187,1.47e-05,0.102,0.275,126.015,4.0,285560.0,False,G,major,G major,
Red,False,2012-10-22,18.0,Come Back...Be Here,Taylor Swift,2012-10-22,0.483,0.548,4.0,-6.291,1.0,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,4.0,222707.0,False,E,major,E major,
Red,False,2012-10-22,19.0,Girl At Home,Taylor Swift,2012-10-22,0.733,0.59,5.0,-5.86,1.0,0.0284,0.272,0.0,0.136,0.633,125.048,4.0,220320.0,False,F,major,F major,
Red,False,2012-10-22,20.0,Treacherous (Original Demo Recording),Taylor Swift,2012-10-22,0.828,0.64,2.0,-8.248,1.0,0.0355,0.175,6.14e-05,0.0996,0.519,109.993,4.0,239720.0,False,D,major,D major,
Red,False,2012-10-22,21.0,Red (Original Demo Recording),Taylor Swift,2012-10-22,0.678,0.902,1.0,-4.659,0.0,0.0358,0.113,0.000235,0.0722,0.637,124.998,4.0,226280.0,False,C#,minor,C# minor,
Red,False,2012-10-22,22.0,State Of Grace (Acoustic Version),Taylor Swift,2012-10-22,0.626,0.118,7.0,-15.91,1.0,0.0305,0.664,0.000169,0.127,0.0682,105.597,4.0,323080.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,1.0,State Of Grace (Taylor's Version),Taylor Swift,2021-11-12,0.594,0.713,9.0,-5.314,1.0,0.0503,0.000328,0.0,0.114,0.328,129.958,4.0,295413.0,False,A,major,A major,
Red (Taylor's Version),False,2021-11-12,2.0,Red (Taylor's Version),Taylor Swift,2021-11-12,0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4.0,223093.0,False,C#,minor,C# minor,
Red (Taylor's Version),False,2021-11-12,3.0,Treacherous (Taylor's Version),Taylor Swift,2021-11-12,0.645,0.593,2.0,-6.506,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,4.0,242720.0,False,D,major,D major,
Red (Taylor's Version),False,2021-11-12,4.0,I Knew You Were Trouble (Taylor's Version),Taylor Swift,2021-11-12,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,4.0,219760.0,False,F#,major,F# major,
Red (Taylor's Version),False,2021-11-12,5.0,All Too Well (Taylor's Version),Taylor Swift,2021-11-12,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,0.00203,0.234,0.132,185.972,4.0,329160.0,False,C,major,C major,
Red (Taylor's Version),False,2021-11-12,6.0,22 (Taylor's Version),Taylor Swift,2021-11-12,0.642,0.695,7.0,-5.62,1.0,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,4.0,230960.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,7.0,I Almost Do (Taylor's Version),Taylor Swift,2021-11-12,0.511,0.559,4.0,-6.587,1.0,0.0264,0.0167,0.0,0.113,0.248,145.88,4.0,244587.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,8.0,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,2021-11-12,0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,4.0,193147.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,9.0,Stay Stay Stay (Taylor's Version),Taylor Swift,2021-11-12,0.693,0.681,0.0,-7.039,1.0,0.025,0.0848,0.0,0.0768,0.663,100.02,4.0,205787.0,False,C,major,C major,
Red (Taylor's Version),False,2021-11-12,10.0,The Last Time (Taylor's Version),Taylor Swift,2021-11-12,0.502,0.534,2.0,-5.954,1.0,0.0278,0.0399,0.0,0.0977,0.155,94.05,4.0,299080.0,False,D,major,D major,
Red (Taylor's Version),False,2021-11-12,11.0,Holy Ground (Taylor's Version),Taylor Swift,2021-11-12,0.622,0.809,9.0,-5.623,1.0,0.0638,0.0288,0.00218,0.109,0.511,156.894,4.0,202960.0,False,A,major,A major,
Red (Taylor's Version),False,2021-11-12,12.0,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,2021-11-12,0.601,0.406,7.0,-11.827,1.0,0.0275,0.622,9.19e-05,0.133,0.232,130.059,3.0,284773.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,13.0,The Lucky One (Taylor's Version),Taylor Swift,2021-11-12,0.686,0.571,4.0,-7.138,1.0,0.05,0.066,0.0,0.0608,0.538,117.889,4.0,240467.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,14.0,Everything Has Changed (Taylor's Version),Taylor Swift,2021-11-12,0.498,0.61,6.0,-5.098,1.0,0.0363,0.271,0.0,0.223,0.474,79.918,4.0,245427.0,False,F#,major,F# major,
Red (Taylor's Version),False,2021-11-12,15.0,Starlight (Taylor's Version),Taylor Swift,2021-11-12,0.628,0.685,4.0,-5.864,1.0,0.0358,0.00324,0.0,0.18,0.605,126.014,4.0,220413.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,16.0,Begin Again (Taylor's Version),Taylor Swift,2021-11-12,0.519,0.527,7.0,-7.673,1.0,0.0274,0.075,0.0,0.132,0.267,78.915,4.0,238867.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,17.0,The Moment I Knew (Taylor's Version),Taylor Swift,2021-11-12,0.636,0.402,7.0,-7.855,1.0,0.031,0.0494,0.0,0.107,0.208,125.952,4.0,285280.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,18.0,Come Back...Be Here (Taylor's Version),Taylor Swift,2021-11-12,0.46,0.632,4.0,-6.031,1.0,0.0302,0.0158,0.0,0.0822,0.399,79.846,4.0,223333.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,19.0,Girl At Home (Taylor's Version),Taylor Swift,2021-11-12,0.691,0.736,5.0,-6.974,1.0,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,4.0,220520.0,False,F,major,F major,
Red (Taylor's Version),False,2021-11-12,20.0,State Of Grace (Acoustic Version) [Taylor's Version],Taylor Swift,2021-11-12,0.445,0.131,7.0,-13.778,1.0,0.0564,0.663,1.57e-06,0.108,0.101,208.918,3.0,321640.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,21.0,Ronan (Taylor's Version),Taylor Swift,2021-11-12,0.623,0.279,0.0,-10.802,1.0,0.031,0.661,0.0,0.193,0.38,116.04,4.0,264253.0,False,C,major,C major,
